Title,Author,#dcclass,line_dcclass,#package,line_package,#Macros,line_Macros,#newThem,line_newThem
['Forcing as a computational process'],"['Joel David Hamkins', 'Russell Miller', 'Kameryn J. Williams']",1,[1],10,"[2, 55, 56, 57, 58, 59, 60, 61, 62, 70]",5,"[8, 9, 10, 11, 12]",2,"[63, 64]"
