,Line num,Command,Notes
0,1,\documentclass,amsart
1,2,\usepackage,etex
2,3,\usepackage,babel
3,4,\usepackage,latexsym
4,5,\usepackage,amsbsy
5,6,\usepackage,amssymb
6,7,\usepackage,"amsfonts, amsmath"
7,8,\usepackage,mathtools
8,9,\usepackage,csquotes
9,10,\usepackage,pst-tree
10,11,\usepackage,geometry
11,12,\usepackage,multirow
12,13,\usepackage,blkarray
13,14,\usepackage,tabularx
14,15,\usepackage,"arydshln,leftidx,mathtools"
15,16,\usepackage,ifthen
16,17,\usepackage,tikz
17,18,\usepackage,tikz-cd
18,19,\usepackage,float
19,20,\usepackage,picins
20,21,\usepackage,amsbsy
21,22,\usetikzlibrary,matrix
22,23,\usetikzlibrary,calc
23,24,\usetikzlibrary,fit
24,25,\usepackage,"amsmath,amsfonts,amssymb"
25,26,\usepackage,"mathrsfs,eurosym"
26,27,\usepackage,"pst-plot,pst-eucl"
27,28,\usepackage,amsfonts
28,29,\usepackage,amssymb
29,30,\usepackage,amsmath
30,31,\usepackage,latexsym
31,32,\usepackage,amsbsy
32,33,\usepackage,alltt
33,34,\usepackage,fontenc
34,35,\usepackage,newlfont
35,36,\usepackage,xlop
36,37,\usepackage,graphicx
37,38,\usepackage,yhmath
38,39,\usepackage,mathdots
39,40,\usepackage,MnSymbol
40,41,\usepackage,amsthm
41,42,\usepackage,url
42,43,\usepackage,enumerate
43,44,\newtheorem,N/A
44,45,\newtheorem,N/A
45,46,\newtheorem,N/A
46,47,\newtheorem,N/A
47,48,\theoremstyle,definition
48,49,\newtheorem,N/A
49,50,\newtheorem,N/A
50,51,\newtheorem,N/A
51,52,\numberwithin,N/A
52,53,\usepackage,cite
53,54,\DeclareMathOperator,N/A
54,54,\Span,N/A
55,55,\numberwithin,N/A
56,56,\newcommand,\rdots -> \hspace{.2ex}\raisebox{1ex -> \rotatebox{-12 -> $\ddots$}}
57,57,\newcommand,\e -> {\mathrm{e}}
58,58,\renewcommand,$\blacksquare$
59,58,\qedsymbol,$\blacksquare$
60,58,\blacksquare,$\blacksquare$
61,59,\title,$\mathcal{P
62,59,\mathcal,$\mathcal{P
63,60,\author,\bf M. MOU\c{C
64,60,\bf,\bf M. MOU\c{C
65,60,\c,\bf M. MOU\c{C
66,61,\date,
67,62,\subjclass,"15AXX, 05A10, 11B37, 15A09"
68,63,\keywords,"Matrix, $\mathcal{P"
69,63,\mathcal,"Matrix, $\mathcal{P"
70,64,document,Environment
71,65,\maketitle,N/A
72,66,center,Environment
73,68,abstract,Environment
74,70,\mathcal,N/A
75,70,\mathcal,N/A
76,72,\section,Introduction
77,73,\label,sec1
78,74,\cite,N/A
79,74,\cite,N/A
80,75,\In,N/A
81,76,\Throughout,N/A
82,77,itemize,Environment
83,78,\item,N/A
84,78,\mathcal,N/A
85,78,\pmb,N/A
86,78,\geqslant,N/A
87,78,\mathcal,N/A
88,79,\item,N/A
89,79,\mathcal,N/A
90,79,\ast,N/A
91,79,\pmb,N/A
92,79,\geqslant,N/A
93,79,\in,N/A
94,79,\neq,N/A
95,80,\item,N/A
96,80,\mathcal,N/A
97,80,\circ,N/A
98,80,\pmb,N/A
99,80,\in,N/A
